FbID,CG number,NAME,SYMBOL,HippoRNAi_EggL_Day_1_Egg_Count,HippoRNAi_EggL_Day_1_Egg_Zscore,HippoRNAi_EggL_Day_2_Egg_Count,HippoRNAi_EggL_Day_2_Egg_Zscore,HippoRNAi_EggL_Day_3_Egg_Count,HippoRNAi_EggL_Day_3_Egg_Zscore,HippoRNAi_EggL_Day_4_Egg_Count,HippoRNAi_EggL_Day_4_Egg_Zscore,HippoRNAi_EggL_Day_5_Egg_Count,HippoRNAi_EggL_Day_5_Egg_Zscore,HippoRNAi_EggL_All_Days_Egg_Sum_Count,HippoRNAi_EggL_All_Days_Egg_Sum_Zscore,EggL_Day_1_Egg_Count,EggL_Day_1_Egg_Zscore,EggL_Day_2_Egg_Count,EggL_Day_2_Egg_Zscore,EggL_Day_3_Egg_Count,EggL_Day_3_Egg_Zscore,EggL_Day_4_Egg_Count,EggL_Day_4_Egg_Zscore,EggL_Day_5_Egg_Count,EggL_Day_5_Egg_Zscore,EggL_All_Days_Egg_Sum_Count,EggL_All_Days_Egg_Sum_Zscore,HippoRNAi_Ova_OvarioleNb_Fly_1.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_1.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.2_Count,HippoRNAi_Ova_OvarioleNb_Mean_Count,HippoRNAi_Ova_OvarioleNb_Std_Count,HippoRNAi_Ova_OvarioleNb_Mean_Zscore,PIN_betweenness_centrality,PIN_closeness_centrality,PIN_eigenvector_centrality,PIN_degree_centrality,HippoRNAi_Ova_Module,HippoRNAi_EggL_Module,EggL_Module,Core_Module,Meta_Module,HpoOva_Connector,HpoEggL_Connector,EggL_Connector,Core_Connector,FGF_pathway,VEGF_pathway,Toll_pathway,JNK_pathway,EGF_pathway,mTOR_pathway,FOXO_pathway,SHH_pathway,Hippo_pathway,JAK/STAT_pathway,Wnt_pathway,Notch_pathway,TGF B_pathway,MAPK_pathway
FBgn0001235,CG17117,homothorax,hth,120.0,2.3043,89.0,1.3758,33.0,-1.0353,30.0,0.1841,35.0,1.1525,307.0,3.4444,106.0,1.6475,61.0,1.1271,31.0,0.0835,28.0,0.9948,33.0,1.7582,259.0,1.7383,13.0,10.0,6.0,10.0,12.0,10.0,14.0,16.0,12.0,9.0,14.0,18.0,12.0,15.0,18.0,12.0,10.0,13.0,11.0,11.0,12.3,2.9753372210469475,-5.4447,0.0011286167029113607,0.3352137658857063,0.0056958091131090825,0.0067726460351801325,True,False,False,False,II,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0001291,CG2275,Jun-related antigen,Jra,46.0,-2.0816,28.0,-1.7425,26.0,-1.1426,3.0,-1.7654,25.0,0.1936,128.0,-2.993,176.0,1.5965,32.0,-0.3059,28.0,-0.305,31.0,0.2028,19.0,0.262,286.0,1.8506,19.0,18.0,18.0,19.0,21.0,23.0,22.0,21.0,19.0,22.0,23.0,21.0,23.0,21.0,24.0,20.0,22.0,19.0,20.0,20.0,20.75,1.7733405882980466,0.5303,0.0007919167754230963,0.3284902806100617,0.0012053157573041276,0.0050794845263851,False,False,False,False,,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FBgn0001297,CG33956,kayak,kay,96.0,1.4981,50.0,0.1103,15.0,-1.906,27.0,0.0,21.0,-0.2385,209.0,0.2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000364312312019477,0.3288487490982404,0.0026471870985479893,0.0038566456589220212,False,False,False,False,,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0001624,CG1725,discs large 1,dlg1,0.0,-6.3624,0.0,-1.2811,0.0,-1.6678,0.0,-1.2864,0.0,-2.7623,0.0,-5.3162,0.0,-5.5728,0.0,-2.9882,0.0,-3.6144,2.0,-1.6607,0.0,-2.0329,2.0,-7.1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.6713,0.0021521720572742504,0.34716322470714794,0.0032244874500769317,0.00761922678957765,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0001965,CG7793,Son of sevenless,Sos,1.0,-6.2778,3.0,-1.2007,1.0,-1.6173,0.0,-1.2864,0.0,-2.7623,5.0,-5.1861,4.0,-5.3538,8.0,-2.5816,0.0,-3.6144,1.0,-1.7362,0.0,-2.0329,13.0,-6.8588,12.0,11.0,9.0,13.0,13.0,13.0,14.0,14.0,10.0,13.0,15.0,17.0,14.0,13.0,15.0,14.0,12.0,10.0,13.0,15.0,13.0,1.9466570535691508,-4.6382,0.0005877922366839995,0.34332104846287104,0.0034309245984728565,0.00253974226319255,True,True,True,True,IV,False,False,False,False,1,1,0,0,1,0,1,0,0,1,0,0,0,1
FBgn0001990,CG4148,weckle,wek,91.0,0.1173,58.0,0.3825,5.0,-2.4055,16.0,-0.6725,58.0,1.646,228.0,-0.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00017799062096131285,0.3089929668315422,0.0007585816586851925,0.00253974226319255,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0002121,CG2671,lethal (2) giant larvae,l(2)gl,135.0,9.2501,56.0,-2.5365,32.0,1.2107,33.0,-1.8625,29.0,-0.6319,285.0,1.333,174.0,4.5483,49.0,0.5047,31.0,2.7386,30.0,2.0488,20.0,-0.7829,304.0,5.6182,22.0,24.0,18.0,20.0,19.0,21.0,21.0,20.0,21.0,19.0,19.0,21.0,19.0,21.0,23.0,21.0,19.0,17.0,18.0,18.0,20.05,1.79105966869954,0.4359,0.00026326376512952817,0.3316927457647608,0.0012870658580087433,0.0022575486783933773,False,False,True,False,I,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0002174,CG5504,-,CG5504,24.0,-0.9204,46.0,-0.0195,55.0,0.029,8.0,-1.1661,14.0,-0.9339,147.0,-1.8445,41.0,-1.63,14.0,-0.9043,45.0,0.5889,3.0,-2.3781,3.0,-2.0669,106.0,-4.119,13.0,14.0,14.0,12.0,10.0,9.0,11.0,12.0,17.0,16.0,18.0,17.0,18.0,20.0,17.0,16.0,12.0,16.0,13.0,12.0,14.35,3.013565819319104,-3.2162,0.00012928859581120945,0.3175326929741047,0.002027336036138123,0.0012228388674630794,True,False,False,False,II,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0002413,CG2048,discs overgrown,dco,31.0,-2.8146,66.0,0.9492,25.0,-1.2028,21.0,-0.2522,15.0,-0.2465,158.0,-2.1196,104.0,0.1204,70.0,0.5692,41.0,0.2649,22.0,-0.151,38.0,0.6309,275.0,0.6663,21.0,22.0,23.0,19.0,21.0,19.0,24.0,22.0,22.0,21.0,22.0,18.0,19.0,23.0,21.0,23.0,22.0,19.0,25.0,22.0,21.4,1.8467610337532783,0.9899,0.0002326072179369726,0.3073541767638379,0.0006346566874725006,0.002163484150126987,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,1,1,0,1,0,0,0
FBgn0002592,CG6104,"Enhancer of split m2, Bearded family member",E(spl)m2-BFM,25.0,-0.9201,5.0,-2.6049,4.0,-1.3096,15.0,0.178,12.0,-0.9424,61.0,-2.9308,17.0,-1.243,42.0,-1.4601,18.0,-3.0587,13.0,-0.3144,3.0,-3.0887,93.0,-3.4119,1.0,1.0,20.0,20.0,19.0,9.0,18.0,19.0,18.0,19.0,20.0,18.0,17.0,17.0,19.0,20.0,19.0,20.0,17.0,18.0,16.45,5.799047108656822,-2.1344,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0002609,CG8346,"Enhancer of split m3, helix-loop-helix",E(spl)m3-HLH,77.0,0.1523,7.0,-1.0935,33.0,0.0,38.0,2.1083,26.0,-0.65,181.0,-0.6086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001042987097761415,0.3090563462896786,0.000617440856175714,0.0018812905653278148,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0002629,CG6099,"Enhancer of split m4, Bearded family member",E(spl)m4-BFM,41.0,-2.326,34.0,-1.3175,32.0,-0.7818,1.0,-1.9335,19.0,-0.0704,127.0,-3.0221,84.0,0.8176,51.0,-0.216,15.0,-1.6068,34.0,1.2644,27.0,2.8237,211.0,0.7804,22.0,21.0,20.0,22.0,20.0,22.0,20.0,22.0,21.0,20.0,22.0,20.0,18.0,20.0,19.0,20.0,21.0,20.0,21.0,21.0,20.6,1.0954451150103324,0.4243,4.162254342182061e-05,0.27517456572902665,0.00012805522844682476,0.0005643871695983443,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0002632,CG8354,"Enhancer of split m6, Bearded family member",E(spl)m6-BFM,116.0,3.4482,50.0,1.6664,11.0,-1.7499,4.0,-3.9901,34.0,2.3373,215.0,1.0376,55.0,-0.4558,65.0,-0.1431,21.0,-2.6463,43.0,1.6713,47.0,1.1583,231.0,-0.1535,21.0,21.0,20.0,21.0,22.0,23.0,22.0,21.0,21.0,19.0,22.0,22.0,22.0,21.0,20.0,18.0,21.0,19.0,20.0,23.0,20.95,1.3168942730211068,0.2082,0.0,0.21993422991550304,3.0621840040987967e-06,9.406452826639074e-05,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0002643,CG8118,mastermind,mam,62.0,-1.2998,56.0,0.2408,38.0,-0.421,1.0,-1.9335,2.0,-0.8186,159.0,-2.0904,125.0,0.9944,50.0,-1.002,68.0,3.8148,35.0,1.1418,25.0,-0.9652,303.0,1.5466,7.0,4.0,2.0,14.0,19.0,19.0,18.0,16.0,16.0,15.0,11.0,13.0,14.0,17.0,16.0,17.0,18.0,17.0,14.0,17.0,14.2,4.774934554525329,-4.1012,0.0001413314535335837,0.3139317775345377,0.0007816855263278764,0.0024456777349261593,True,False,False,False,II,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0002732,CG8337,"Enhancer of split malpha, Bearded family member",E(spl)malpha-BFM,77.0,0.9201,0.0,-2.8554,83.0,4.1355,34.0,4.4054,33.0,1.3065,227.0,1.7027,194.0,2.4239,62.0,-0.3149,17.0,-3.1961,56.0,2.5318,18.0,-1.6409,347.0,2.5855,21.0,20.0,17.0,23.0,21.0,22.0,18.0,20.0,19.0,21.0,20.0,22.0,19.0,20.0,20.0,21.0,21.0,23.0,19.0,21.0,20.4,1.5355437918998291,-0.0781,1.5858057454949462e-05,0.2792323925084153,0.00014355805866428606,0.00028219358479917217,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0002734,CG8328,"Enhancer of split mdelta, helix-loop-helix",E(spl)mdelta-HLH,69.0,-0.9578,45.0,-0.5383,2.0,-2.586,32.0,0.6725,12.0,-0.3785,160.0,-2.0613,69.0,-0.011,44.0,-0.9034,14.0,-1.7707,20.0,-0.1405,11.0,-1.1394,158.0,-0.763,19.0,19.0,23.0,20.0,21.0,18.0,22.0,22.0,23.0,25.0,24.0,23.0,22.0,19.0,24.0,26.0,22.0,21.0,21.0,22.0,21.8,2.117595458607661,1.2728,0.00013959547572608207,0.3173416154118385,0.000610876224767104,0.0024456777349261593,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0002735,CG8333,"Enhancer of split mgamma, helix-loop-helix",E(spl)mgamma-HLH,120.0,1.5344,56.0,0.2408,37.0,-0.4811,26.0,0.1681,19.0,-0.0704,258.0,0.7919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002059703960444188,0.3110707818624392,0.0015071027051763118,0.0024456777349261593,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0002736,CG9401,mago nashi,mago,64.0,-0.9476,80.0,0.863,46.0,0.657,28.0,1.215,27.0,-0.5687,245.0,1.056,127.0,2.5889,50.0,0.1353,21.0,-0.7517,16.0,-0.4974,20.0,-0.4186,234.0,1.1062,23.0,19.0,19.0,20.0,18.0,20.0,21.0,21.0,23.0,22.0,21.0,19.0,23.0,20.0,19.0,22.0,20.0,20.0,24.0,18.0,20.6,1.7591864148251204,0.6427,4.737854399881541e-05,0.2931396867656438,0.00028606783091773537,0.0010347098109302981,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0002926,CG10129,nudel,ndl,80.0,1.0263,48.0,-0.4508,23.0,0.0,18.0,0.8455,31.0,1.0923,200.0,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010392363503431052,0.3189056308719458,0.0008938755276335713,0.0005643871695983443,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0002930,CG1857,necrotic,nec,152.0,3.5742,66.0,0.4508,1.0,-1.5163,51.0,8.1879,3.0,-1.9062,273.0,2.9867,1.0,-1.5745,87.0,1.1166,96.0,7.6639,1.0,-1.1087,20.0,-1.4479,205.0,-0.7674,18.0,18.0,19.0,18.0,18.0,17.0,20.0,20.0,21.0,22.0,18.0,19.0,19.0,19.0,19.0,20.0,18.0,15.0,19.0,18.0,18.75,1.4823523268955434,-0.9371,3.3993187104758055e-07,0.2173956206164536,2.5625013806234543e-06,0.00018812905653278148,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0002945,CG11614,naked cuticle,nkd,131.0,2.8311,78.0,1.052,41.0,1.2406,23.0,1.958,60.0,4.1979,333.0,4.6614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6359367367188825e-06,0.28431317707167325,0.00020883122923380163,0.0005643871695983443,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0002973,CG3779,numb,numb,0.0,-6.3624,0.0,-1.2811,0.0,-1.6678,0.0,-1.2864,0.0,-2.7623,0.0,-5.3162,106.0,2.0329,25.0,-2.7692,17.0,-1.2789,15.0,-0.6423,13.0,-0.644,176.0,-0.2388,19.0,21.0,20.0,19.0,21.0,19.0,20.0,20.0,20.0,21.0,20.0,21.0,20.0,21.0,19.0,20.0,21.0,20.0,21.0,20.0,20.15,0.7451598203705947,0.1061,0.0003466553149758858,0.3204851391621958,0.0010483930737913204,0.0024456777349261593,False,True,False,False,III,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0003002,CG1133,odd paired,opa,124.0,2.4386,59.0,0.4024,41.0,-0.6482,46.0,1.1661,21.0,-0.2385,291.0,2.9155,191.0,6.7284,64.0,1.0606,42.0,2.8201,38.0,1.6658,16.0,0.0991,351.0,4.8574,19.5,19.0,18.5,19.5,20.0,20.0,16.5,18.0,18.0,19.0,19.0,19.5,19.0,20.5,21.0,20.0,17.5,19.0,21.0,20.5,19.25,1.7650452162436558,-0.1086,0.00044505209822822686,0.3165130969548919,0.0018050819924958672,0.0032922584893236764,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0003048,CG3443,pecanex,pcx,125.0,4.2134,43.0,-0.1286,4.0,-1.4657,37.0,2.019,11.0,-1.8686,220.0,0.4057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010424252658249732,0.3199601362039759,0.0010324363650920359,0.0006584516978647353,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0003067,CG17725,Phosphoenolpyruvate carboxykinase 1,Pepck1,75.0,0.8493,70.0,0.6512,26.0,0.2068,22.0,1.7355,3.0,-1.9062,196.0,0.8374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.199075234885088e-06,0.2748518770476849,0.00014606124811772706,0.00037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0003079,CG2845,Raf oncogene,Raf,164.0,7.513,58.0,0.2734,25.0,-0.4043,56.0,3.7164,9.0,-2.0311,312.0,2.7985,167.0,3.5692,63.0,0.2134,50.0,1.1165,29.0,0.3774,35.0,0.4206,344.0,2.6482,23.0,24.0,23.0,23.0,23.0,20.0,18.0,21.0,20.0,21.0,26.0,21.0,24.0,23.0,22.0,24.0,19.0,21.0,24.0,26.0,22.3,2.1545545393788235,1.824,0.0020772811926032856,0.3539079903975526,0.02216735059178124,0.011005549807167716,False,False,False,False,,False,False,False,False,1,1,0,0,1,0,0,0,0,0,0,0,0,1
FBgn0003089,CG9614,pipe,pip,2.0,-6.1932,136.0,2.3638,36.0,0.1516,3.0,-1.0184,42.0,0.65,219.0,0.3797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007415110476285435,0.30196879093643675,0.0014888656808509774,0.0015990969805286426,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0003090,CG11084,prickle,pk,0.0,-1.7265,0.0,-1.5121,0.0,-2.6317,0.0,-1.657,0.0,-2.3249,0.0,-6.7036,0.0,-2.6099,0.0,-1.3698,0.0,-1.7772,0.0,-2.6546,0.0,-2.5036,0.0,-7.6344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.1777,1.1470738604818491e-05,0.2783701319598792,0.00012355024890831892,0.0007525162261311259,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0003091,CG6622,Protein C kinase 53E,Pkc53E,98.0,0.4593,72.0,1.3742,29.0,-0.9622,31.0,0.5885,31.0,0.4577,261.0,0.8793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4129310686102506e-05,0.31989220617596864,0.0006826307519871224,0.0011287743391966887,False,False,False,False,,False,False,False,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0
FBgn0003118,CG17077,pointed,pnt,0.0,-8.974,2.0,-8.8583,16.0,-1.2098,54.0,6.6218,11.0,-0.5222,83.0,-4.766,113.0,1.9613,66.0,1.5779,31.0,0.0835,36.0,1.9897,29.0,1.0884,275.0,2.1428,22.0,18.0,18.0,22.0,20.0,20.0,22.0,23.0,24.0,20.0,25.0,20.0,21.0,17.0,21.0,21.0,22.0,23.0,25.0,21.0,21.25,2.1734038305216807,0.3644,0.00029828403396930584,0.31382902671470664,0.00048229333574362177,0.0015990969805286426,False,False,False,False,,False,False,False,False,1,1,0,0,1,0,0,0,0,0,0,0,0,1
FBgn0003124,CG12306,polo,polo,0.0,-2.175,0.0,-1.3651,0.0,-1.1766,0.0,-1.5788,0.0,-1.9905,0.0,-7.8519,0.0,-7.8174,0.0,-3.617,0.0,-14.2408,0.0,-1.1862,0.0,-2.5723,0.0,-14.4161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1296,0.0015455866467668706,0.3380176883577817,0.0035417237748079783,0.008089549430909605,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0003169,CG7904,punt,put,65.0,-1.1532,82.0,2.0825,33.0,-0.7217,21.0,-0.2522,30.0,0.4137,231.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1220505573441242e-05,0.28957433297168994,0.0003181309726523157,0.0007525162261311259,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0003204,CG1799,raspberry,ras,63.0,-1.2509,28.0,-1.7425,39.0,-0.3608,17.0,-0.5885,30.0,0.4137,177.0,-1.5664,134.0,0.5927,68.0,0.891,32.0,-0.0946,24.0,-0.4424,16.0,-0.1747,274.0,1.4526,15.0,15.0,15.0,18.0,16.0,17.0,16.0,13.0,15.0,15.0,19.0,13.0,16.0,14.0,17.0,14.0,16.0,15.0,17.0,15.0,15.55,1.538112308540638,-3.1466,0.00021186390316347425,0.2926841472368704,0.0002136567593680771,0.0008465807543975168,True,False,False,False,II,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0003205,CG9375,Ras oncogene at 85D,Ras85D,114.0,1.2412,58.0,0.3825,48.0,0.1804,37.0,1.0929,12.0,-0.3785,269.0,1.1122,213.0,2.4808,63.0,0.7248,38.0,0.2208,35.0,0.5715,35.0,2.5909,384.0,5.1007,23.0,19.0,22.0,24.0,19.0,26.0,20.0,22.0,24.0,21.0,20.0,24.0,20.0,18.0,24.0,22.0,22.0,22.0,20.0,24.0,21.8,2.142305693455191,1.2728,0.00048527830230956905,0.3318701717953451,0.012368507519108046,0.004515097356786756,False,False,True,False,I,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FBgn0003256,CG12559,rolled,rl,31.0,-0.6852,38.0,-0.2791,29.0,-1.2288,7.0,-1.2274,4.0,-1.9275,109.0,-3.1006,64.0,-1.0803,35.0,-0.2061,18.0,-0.8308,10.0,-1.7329,1.0,-2.358,128.0,-3.3894,19.0,23.0,19.0,15.0,22.0,20.0,14.0,20.0,19.0,21.0,21.0,18.0,19.0,17.0,15.0,17.0,19.0,19.0,18.0,20.0,18.75,2.314144152358434,-0.8839,0.0005672377680924367,0.31958203587031064,0.0022216278717718733,0.003386323017590067,False,False,False,False,,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,0,1,1
FBgn0003295,CG1214,roughoid,ru,85.0,0.1285,79.0,8.0251,53.0,2.787,16.0,-1.4432,35.0,2.4616,268.0,3.3679,84.0,0.145,80.0,0.7157,46.0,0.7904,33.0,1.0094,33.0,-0.193,276.0,0.9091,22.0,22.0,21.0,20.0,19.0,19.0,21.0,21.0,21.0,20.0,21.0,22.0,21.0,21.0,20.0,20.0,21.0,22.0,21.0,19.0,20.7,0.9787209698591859,0.0781,1.918932258405575e-05,0.27489485847132666,0.00015449588611239176,0.0004703226413319537,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0003310,CG4385,Star,S,129.0,1.9741,60.0,0.5242,21.0,-1.4433,6.0,-1.5132,39.0,0.8098,255.0,0.7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.642790475870007e-05,0.30266201589267283,0.0015146912995616384,0.0012228388674630794,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0003317,CG1891,saxophone,sax,136.0,2.3162,58.0,0.3825,15.0,-1.8042,46.0,1.8495,24.0,0.1496,279.0,1.4033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.434359652749606e-05,0.3013648188418728,0.0005859002948567684,0.0022575486783933773,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0003345,CG8544,scalloped,sd,51.0,-2.0475,22.0,-0.6915,1.0,-1.6173,11.0,-0.3037,7.0,-2.1936,92.0,-2.9234,56.0,-2.5072,25.0,-1.7177,19.0,-1.8167,12.0,-0.9058,6.0,-1.6123,118.0,-3.843,18.0,21.0,23.0,23.0,21.0,22.0,21.0,20.0,20.0,21.0,19.0,20.0,20.0,20.0,19.0,21.0,22.0,21.0,23.0,20.0,20.75,1.3717065820970678,0.747,0.00014920761043573334,0.31417491078096754,0.0009207210292646126,0.0022575486783933773,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0003366,CG18085,sevenless,sev,73.0,0.7255,62.0,0.4997,41.0,-0.6482,24.0,-0.1841,37.0,1.3512,237.0,1.1305,194.0,2.0267,57.0,0.5253,43.0,0.4837,28.0,-0.0737,30.0,1.8631,352.0,4.0394,20.0,19.0,19.0,14.0,18.0,18.0,19.0,24.0,22.0,18.0,21.0,17.0,20.0,17.0,21.0,19.0,18.0,16.0,21.0,19.0,19.0,2.2242680641174144,-0.3122,0.00019089346901373,0.33183884752793424,0.0017333846541961676,0.0015050324522622519,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBgn0003371,CG2621,shaggy,sgg,87.0,-0.0782,76.0,1.6575,10.0,-2.1048,47.0,1.9335,32.0,0.5017,252.0,0.6172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04635104774291282,0.4023025491027906,0.01949510120411286,0.06753833129526855,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,1,0,0
FBgn0003390,CG3135,shifted,shf,53.0,-1.8783,95.0,1.265,26.0,-0.3538,36.0,1.9296,26.0,-0.65,236.0,0.8219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.226191119487829e-05,0.3155377828584893,0.0011554502580744125,0.0013169033957294706,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FBgn0003396,CG7734,schnurri,shn,66.0,-1.1043,104.0,3.6409,2.0,-2.586,73.0,4.1192,20.0,-0.0264,265.0,0.9957,82.0,0.7071,43.0,-1.0016,25.0,0.0328,28.0,0.6623,28.0,3.0713,206.0,0.6348,24.0,23.0,22.0,22.5,23.5,21.5,22.5,20.5,22.0,19.0,25.5,20.5,22.5,21.5,24.0,24.0,26.0,24.0,21.0,27.0,22.558823529411764,2.376541623689045,2.1428,0.00019404874031423884,0.3419963012265844,0.0023267441775304872,0.0015050324522622519,True,False,False,False,II,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0003410,CG9949,seven in absentia,sina,183.0,1.0146,58.0,0.467,33.0,0.9558,19.0,0.3303,33.0,4.3145,326.0,2.7947,131.0,2.7682,54.0,0.4959,38.0,0.6682,30.0,1.2435,24.0,0.2512,277.0,2.1934,20.0,18.0,18.0,20.0,19.0,22.0,20.0,19.0,19.0,20.0,20.0,21.0,21.0,22.0,21.0,19.0,18.0,18.0,21.0,20.0,19.8,1.281446551034375,-0.3904,0.0025496221665492953,0.33875593158271594,0.0028200382099371085,0.0068667105634465245,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
